food_id,source,food_item,edible_part_percentage,water_g,kilojoules_kj,kilocalories_kcal,fat_g,sat_fa_g,trans_fa_g,mu_fa_g,pu_fa_g,cholesterol_mg,carbo_g,starch_g,mono_di_g,sugar_g,dietary_fibre,protein_g,salt_g,alcohol_g,retinol_mg,beta_carotene_mg,vitamin_a_are,vitamin_d_mg,vitamin_e_alfa_te,thiamin_mg,riboflavin_mg,niacin_mg,vitamin_b6_mg,folate_mg,vitamin_b12_mg,vitamin_c_mg,calcium_mg,iron_mg,sodium_mg,potassium_mg,magnesium_mg,zinc_mg,selenium_mg,copper_mg,phosphorus_mg,iodine_mg
6.096,Norway,Potatoes storage boiled with skin,87,76,339,80,0.1,0,0,0,0.1,0,17.1,15.4,1.7,0,1.6,1.9,0,0,0,0,0,0,0.1,0.07,0.03,1.9,0.16,22,0,13,9,0.7,1,522,34,0.3,0,0.12,58,0
6.101,Norway,Sweet potato cooked without salt in shell,100,76,348,82,0.2,0,0,0,0.1,0,16.5,10.4,6.1,0,3.3,2,0.1,0,0,6608,551,0,0.7,0.11,0.11,1.5,0.29,6,0,20,38,0.7,36,475,27,0.3,0,0.16,54,2
6.136,Norway,Sweet potato raw,72,77,337,80,0,0,0,0,0,0,16.8,12.6,4.2,0,3,1.6,0.1,0,0,6608,551,0,0.3,0.08,0.06,0.6,0.21,11,0,2,30,0.6,55,337,25,0.3,1,0.15,47,2
6.738,Norway,Potatoes French fries fast food restaurant,100,34,1380,330,16.8,5.4,0.4,8.4,1.8,0,39.8,39.6,0.3,0,3.8,3,0.3,0,0,0,0,0,2,0.12,0.05,1.9,0.28,25,0,5,5,0.8,120,486,28,0.4,0,0.19,115,0
6.739,Norway,Potato spring from Cyprus raw,100,83,253,60,0.1,0,0,0,0,0,12.2,11.2,1,0,1.7,1.7,0,0,0,0,0,0,0,0.07,0.03,1.1,0.2,10,0,24,7,0.8,6,1113,19,0.3,0,0.12,62,1
8.012,Norway,Potato salad with mayonnaise,100,53,1309,317,29.6,4.8,0,6.5,17.1,34,10.5,8.9,1.6,0,1,1.6,1.4,0,16,3,16,0.1,3.1,0.07,0.02,1.3,0.14,22,0.1,8,8,0.6,550,236,21,0.2,1,0.07,49,M
8.021,Norway,Potato salad with fat reduced mayonnaise (40 per fat),100,66,776,187,14.4,2.3,0,3.2,8.3,18,12.3,10.7,1.6,0,1.1,1.5,1.4,0,8,2,8,0,1.6,0.07,0.02,1.3,0.14,22,0,8,6,0.5,542,242,22,0.2,0,0.07,44,M
8.203,Norway,Potato salad with low fat sour cream,100,77,415,99,5.3,3.3,0.2,1.4,0.2,15,10.4,7.2,3.2,0.4,1.2,1.9,0.5,0,70,50,74,0,0.2,0.07,0.05,1.2,0.12,21,0.1,8,28,0.5,210,266,24,0.3,0,0.07,61,M
8.204,Norway,Potato salad with sour cream,100,73,551,132,9.2,5.7,0.4,2.5,0.2,27,10,7.2,2.8,0.4,1.2,1.8,0.5,0,119,74,125,0,0.3,0.07,0.05,1.2,0.12,21,0.1,8,26,0.4,206,261,22,0.3,0,0.07,50,M
6.01,Norway,Cucumber Norwegian raw,97,96,44,10,0.1,0,0,0,0,0,1.2,0,1.2,0,0.8,0.8,0,0,0,85,7,0,0.1,0.04,0.02,0.2,0.03,11,0,8,19,0.3,3,189,13,0.1,0,0.02,26,0
6.011,Norway,Artichoke globe raw,43,85,117,28,0.2,0.1,0,0,0.1,0,1.3,0,1.3,0,5,2.8,0.1,0,0,90,7,0,0.2,0.06,0.05,1.3,0.03,68,0,2,41,0.7,27,360,22,0.5,0,0.09,38,1
6.012,Norway,Asparagus raw,53,93,92,22,0.1,0,0,0,0,0,2,0.1,1.9,0,2.1,2.2,0,0,0,440,37,0,1.1,0.14,0.14,1,0.09,52,0,6,24,2.1,2,202,14,0.5,1,0.06,52,0
6.015,Norway,Aubergine raw,81,94,84,20,0.1,0,0,0,0,0,2.5,0,2.5,0,2.4,1.1,0,0,0,31,2,0,0.1,0.02,0,0.6,0,21,0,3,10,0.2,2,210,14,0.2,1,0.05,24,1
6.016,Norway,Cauliflower with stalk Norwegian raw,74,92,97,23,0.2,0,0,0,0.1,0,2.3,0,2.3,0,2.3,1.9,0,0,0,50,4,0,0.3,0.08,0.04,0.4,0.09,57,0,58,21,0.4,8,361,14,0.3,0,0.04,54,0
6.018,Norway,Broccoli with stalk Norwegian raw,86,90,119,28,0.3,0.1,0,0,0.2,0,1.9,0,1.9,0,2.7,3.2,0,0,0,360,30,0,0.5,0.04,0.06,0.5,0.06,67,0,70,44,0.6,11,396,20,0.5,0,0.06,77,0
6.032,Norway,Chicory endive raw,86,95,55,13,0.1,0,0,0,0,0,1,0,1,0,2.2,1,0,0,0,48,4,0,0.1,0.07,0.14,0.5,0.05,140,0,4,22,0.5,2,187,7,0.2,1,0.01,21,0
6.033,Norway,Pumpkin raw,70,92,53,13,0.1,0,0,0,0,0,1.7,0.3,1.4,0,0.5,1,0,0,0,3100,258,0,1.1,0.05,0.11,0.6,0.06,16,0,9,21,0.8,1,340,12,0.3,0,0.13,44,0
6.034,Norway,Chives raw,100,90,108,26,0.4,0,0,0,0.4,0,1.3,0,1.3,0,3.1,2.7,0,0,0,3710,309,0,3.7,0.05,0.08,0.6,0.18,55,0,23,138,1.2,1,313,19,0.3,0,0.06,50,0
6.035,Norway,Kale raw,61,85,150,36,0.7,0.1,0,0,0.5,0,2.2,0.1,2.1,0,3.8,3.3,0,0,0,5350,446,0,5.4,0.11,0.13,1,0.27,30,0,120,157,1.7,12,530,30,0.4,2,1.5,56,1
6.036,Norway,Carrot Norwegian raw,89,89,151,36,0.1,0,0,0,0.1,0,6.7,0.2,6.5,0,2.7,0.7,0.1,0,0,5250,437,0,0.6,0.05,0.02,0.8,0.05,15,0,4,28,0.3,32,298,12,0.3,0,0.05,29,3
6.037,Norway,Cabbage white domestic raw,92,90,137,32,0.1,0,0,0,0,0,5.2,0.1,5.1,0,2.6,1.4,0,0,0,12,1,0,0.2,0.06,0.03,0.4,0.1,26,0,54,47,0.3,10,317,15,0.2,0,0.02,39,2
6.038,Norway,Garlic raw,79,64,486,115,0.6,0.1,0,0,0.3,0,18.6,14.7,3.9,0,1.7,7.9,0,0,0,0,0,0,0,0.13,0.03,0.3,0.38,5,0,17,19,1.9,4,620,25,1,2,0.06,170,3
6.04,Norway,Cabbage Chinese Norwegian raw,92,95,63,15,0.1,0,0,0,0,0,1.8,0,1.8,0,1.2,1.1,0,0,0,70,6,0,0.4,0.02,0.01,0.5,0.08,28,0,22,33,0.5,9,227,9,0.2,0,0.03,36,0
6.041,Norway,Swede Norwegian raw,83,89,149,35,0.1,0,0,0,0,0,6.4,0,6.4,0,2.7,0.9,0,0,0,143,12,0,0.1,0.06,0.02,1.2,0.12,31,0,35,33,0.2,8,256,12,0.1,0,0.02,38,3
6.042,Norway,Onion Norwegian raw,93,88,135,32,0.1,0,0,0,0,0,5.7,0,5.7,0,2,1.1,0,0,0,0,0,0,0.2,0.05,0.02,0.2,0.08,18,0,6,21,0.4,2,201,11,0.2,0,0.05,38,3
6.044,Norway,Sweet corn Norwegian raw,56,77,357,85,1.7,0.2,0,0.5,0.8,0,12.6,7.5,5.1,0,3.2,3.2,0,0,0,55,4,0,0.2,0.13,0.03,2.3,0.09,54,0,4,2,0.6,0,315,37,0.9,0,0.05,112,0
6.046,Norway,Turnip Norwegian raw,77,91,115,27,0.1,0,0,0,0,0,4.7,0.1,4.6,0,2,0.9,0,0,0,20,2,0,0.1,0.02,0.01,1.2,0.07,36,0,31,40,0.2,17,279,10,0.2,0,0.04,36,0
6.047,Norway,Sweet pepper green raw,85,93,88,21,0.3,0.1,0,0,0.2,0,2.8,0.1,2.7,0,2,0.8,0,0,0,265,22,0,0.8,0.01,0.01,0.1,0.3,36,0,120,8,0.4,4,120,10,0.1,0,0.02,19,1
6.048,Norway,Sweet pepper red raw,85,90,127,30,0.4,0.1,0,0,0.2,0,4.7,0.1,4.6,0,1.9,1,0,0,0,3840,320,0,0.9,0.01,0.03,1.3,0.36,21,0,140,8,0.3,4,160,14,0.1,0,0.01,22,1
6.049,Norway,Parsnip raw,80,80,272,65,0.6,0.1,0,0,0.4,0,11.2,5.2,6,0,3.8,1.7,0,0,0,2,0,0,0.7,0.09,0.06,2.2,0.09,78,0,17,33,0.4,3,400,18,0.5,2,0.11,56,0
6.05,Norway,Parsley herb Norwegian raw,80,85,135,32,0.4,0,0,0,0.3,0,1.6,0,1.6,0,5,3.1,0.1,0,0,5600,467,0,2.6,0.07,0.11,0.8,0.11,78,0,108,163,2.5,30,841,35,0.9,0,0.1,98,5
6.051,Norway,Parsley root Norwegian raw,91,84,194,46,0.3,0.1,0,0,0.3,0,7.3,1.7,5.6,0,3.8,1.7,0.1,0,0,8,1,0,1.1,0.03,0.04,1.8,0.23,59,0,52,42,0.8,27,483,36,0.7,0,0.14,81,0
6.052,Norway,Leek Norwegian raw,83,87,118,28,0.2,0,0,0,0.1,0,3.6,0,3.6,0,2.8,1.6,0,0,0,406,34,0,0.8,0.05,0.03,0.5,0.25,87,0,16,52,0.8,3,316,13,0.3,0,0.05,41,1
6.053,Norway,Rhubarb raw,75,94,85,21,0.2,0,0,0,0.1,0,1.9,0.2,1.6,0,3.8,0.9,0,0,0,61,5,0,0.3,0.02,0.03,0.3,0.02,7,0,8,86,0.2,4,280,12,0.1,0,0.02,14,0
6.054,Norway,Radish Norwegian raw,94,94,68,16,0.1,0,0,0,0,0,2.5,0.1,2.4,0,1.3,0.7,0,0,0,8,1,0,0.1,0.01,0.01,0.2,0.05,14,0,21,22,0.2,7,245,8,0.2,0,0.03,24,0
6.055,Norway,Brussel sprouts Norwegian raw,80,82,220,52,0.6,0.1,0,0,0.4,0,4.4,0.5,3.9,0,4.6,5.1,0,0,0,215,18,0,0.3,0.11,0.07,0.6,0.14,159,0,113,38,1.3,3,564,25,0.3,0,0.06,103,1
6.056,Norway,Brussel sprouts frozen,100,86,182,43,0.4,0,0,0,0.2,0,4.3,0.4,3.9,0,3.7,3.8,0,0,0,200,17,0,0.5,0.11,0.07,0.6,0.14,136,0,117,37,0.5,5,378,20,0.3,0,0.06,103,1
6.057,Norway,Beetroot Norwegian raw,86,86,206,49,0.2,0,0,0,0.1,0,8.9,0.1,8.8,0,2.5,1.6,0.1,0,0,0,0,0,0.1,0.02,0.01,0.2,0.04,68,0,2,16,0.9,32,411,25,0.4,0,0.07,34,0
6.058,Norway,Lettuce leaves Norwegian raw,94,96,44,10,0.1,0,0,0,0.1,0,0.7,0,0.7,0,1,1.2,0,0,0,941,78,0,0.6,0.03,0.03,0.2,0.02,33,0,3,47,0.4,5,338,14,0.3,0,0.03,33,0
6.059,Norway,Lettuce Iceberg Norwegian raw,92,96,51,12,0.1,0,0,0,0.1,0,1.5,0,1.5,0,1.1,0.8,0,0,0,224,19,0,0.2,0.05,0.02,0.2,0.04,36,0,4,18,0.4,2,179,7,0.2,0,0.03,21,1
6.06,Norway,Celeriac root Norwegian raw,70,87,114,27,0.3,0.1,0,0,0.2,0,2.8,0.2,2.6,0,3.5,1.6,0.1,0,0,0,0,0,0.5,0.03,0.04,0.5,0.16,78,0,15,48,0.5,30,572,17,0.5,0,0.15,79,0
6.061,Norway,Chicory raw,80,94,64,15,0.6,0.2,0,0,0.3,0,0.9,0.2,0.7,0,2.2,0.5,0,0,0,120,10,0,0.1,0.14,0,0.1,0.01,14,0,5,21,0.4,1,170,6,0.2,M,0.05,27,0
6.062,Norway,Mushroom Norwegian common raw,89,90,92,22,0.3,0.1,0,0,0.2,0,0.3,0.1,0.2,0,1.8,3.6,0,0,0,0,0,0,0.4,0.12,0,3.8,0.05,16,0,0,0,0.4,4,522,11,0.7,M,0.49,147,M
6.064,Norway,Spinach raw,70,91,93,22,0.4,0.1,0,0,0.3,0,0.3,0,0.3,0,2.1,3.3,0.2,0,0,4540,378,0,1.9,0.11,0.17,0.6,0.28,202,0,37,83,2.1,100,730,95,0.9,0,0.23,45,3
6.065,Norway,Spinach frozen,100,94,89,21,0.6,0.1,0,0,0.3,0,0.7,0.1,0.6,0,2,2.3,0,0,0,2900,242,0,1.2,0.04,0.1,0.2,0.1,95,0,12,120,0.8,18,230,32,0.8,0,0.12,33,3
6.067,Norway,Cabbage spring green raw,80,92,77,18,0.3,0.1,0,0,0.1,0,0.9,0.1,0.8,0,1.9,2.1,0,0,0,20,2,0,0.2,0.05,0.06,0.3,0.15,73,0,66,34,0.4,6,249,9,0.2,M,0.07,32,0
6.068,Norway,Celery stalk or stem Norwegian raw,76,92,64,15,0.1,0,0,0,0,0,1.3,0,1.3,0,2.5,1.1,0.1,0,0,553,46,0,0.6,0.03,0.04,0.6,0.07,36,0,13,86,0.5,37,431,21,0.3,0,0.03,32,1
6.069,Norway,Tomato Norwegian raw,100,94,74,18,0.2,0,0,0,0.1,0,2.5,0,2.5,0,1.5,0.7,0,0,0,801,67,0,0.7,0.03,0.01,0.5,0.09,17,0,17,6,0.2,3,244,9,0.1,0,0.03,27,0
6.085,Norway,Squash Zucchini raw,88,94,83,20,0.4,0.1,0,0,0.2,0,1.8,0.1,1.7,0,0.9,1.8,0,0,0,550,46,0,0.1,0.12,0.02,0.3,0.15,52,0,21,25,0.8,1,360,22,0.3,1,0.02,45,2
6.086,Norway,Kohlrabi raw,46,91,98,23,0.1,0,0,0,0,0,3,0.1,2.9,0,1.8,1.7,0,0,0,22,2,0,0.5,0.05,0.02,0.4,0.15,50,0,65,24,0.4,20,350,19,0,0,0.13,46,1
6.088,Norway,Sweet pepper yellow raw,85,91,113,27,0.2,0,0,0,0.1,0,3.6,0,3.6,0,3,1.2,0,0,0,185,15,0,0.8,0.01,0.02,0.7,0.33,29,0,130,8,0.4,4,220,16,0.1,0,0.02,26,1
6.092,Norway,Leaf beet mangold raw,92,93,89,21,0.2,0,0,0,0.1,0,2.6,M,0.3,0,0.8,1.8,0.5,0,0,3647,304,0,1.9,0.04,0.09,0.4,0.1,14,0,30,51,1.8,213,379,81,0.4,1,0.18,46,M
6.093,Norway,Cabbage red raw,80,90,136,32,0.3,0.1,0,0,0.2,0,5,0,5,0,2.6,1.1,0,0,0,3,0,0,0,0.06,0,0.4,0.17,46,0,59,33,0.3,8,260,11,0.2,1,0.02,25,0
6.097,Norway,Lettuce Rapid Norwegian,94,95,47,11,0.2,0,0,0,0.1,0,0.3,0,0.3,0,1.4,1.4,0,0,0,2060,172,0,0.7,0.05,0.04,0.3,0.03,31,0,4,51,0.5,5,398,14,0.6,0,0.03,40,0
6.1,Norway,Salad rocket raw,100,92,117,28,0.7,0.1,0,0,0.3,0,2,0,2,0,1.6,2.6,0.1,0,0,1424,119,0,0.4,0.04,0.09,0.3,0.07,97,0,15,160,1.5,27,369,47,0.5,0,0.08,52,0
6.108,Norway,Ginger root raw,94,86,232,55,0.7,0.2,0,0.1,0.1,0,9.5,6.4,3.1,0,2,1.7,0,0,0,0,0,0,0.3,0.02,0.03,0.8,0.16,11,0,4,17,0.6,11,330,35,0.4,1,0.07,27,M
6.109,Norway,Jerusalem artichoke raw,69,82,274,65,0.6,0.1,0,0,0.3,0,11.5,M,M,0,2.6,2.1,0,0,0,9,1,0,0.2,0.07,0.06,1.5,0.09,36,0,6,28,0.6,3,561,16,0.1,0,0.12,72,0
6.11,Norway,Salsify black raw,63,77,308,73,0.4,0,0,0.1,0.2,0,10.5,3.9,6.6,0,7.3,3.3,0,0,0,20,2,0,0.8,0.15,0.05,0.6,0.07,31,0,4,24,0.7,4,387,32,0.2,0,0.12,94,0
6.111,Norway,Basil fresh,64,90,126,30,0.7,0,0,0.1,0.4,0,1.2,0,1.2,0,3.4,3.1,0,0,0,3550,296,0,1.7,0.06,0.19,1,0.16,76,0,22,213,4.3,6,298,64,0.8,0,0.38,46,M
6.112,Norway,Fennel raw,93,94,106,25,0.4,0.1,0,0.1,0.2,0,3,M,2.1,0,2,1.4,0.1,0,0,140,12,0,0.2,0.01,0.03,0.6,0.05,27,0,12,49,0.7,52,454,17,0.2,0,0.07,50,1
6.113,Norway,Scallion onion spring raw,96,90,136,32,0.4,0.1,0,0,0.2,0,4,0,4,0,1.8,2.3,0,0,0,1380,115,0,1.2,0.08,0.15,0.7,0.2,135,0,34,69,1.2,12,230,21,0.3,0,0.08,50,2
6.114,Norway,Alfalfa seeds sprouted raw,100,93,113,27,0.7,0.1,0,0,0.4,0,0.3,0,0.3,0,1.7,4,0,0,0,96,8,0,0,0.04,0.06,0.5,0.03,36,0,2,32,1,6,79,27,0.9,1,0.16,70,M
6.115,Norway,Pepper chili red raw,87,86,125,30,0.3,0,0,0,0.2,0,4.2,0,4.2,0,1.5,1.8,0,0,0,534,44,0,0.7,0.12,0.15,2.2,0.28,23,0,225,16,1,12,440,21,0.3,0,0.17,39,M
6.116,Norway,Mushroom chantherelle raw,89,90,71,17,0.5,0,0,0,0.2,0,0.4,0,0.4,0,1.9,1.8,0,0,0,1300,108,0,0,0.1,0.4,5.4,0.04,21,0,5,5,2.7,3,340,9,0.8,18,0.42,72,1
6.117,Norway,Horse radish raw,27,69,404,96,0.7,0.1,0,0.1,0.4,0,11,3.7,7.3,0,7.5,7.7,0,0,0,0,0,0,0,0.05,0.03,0.5,0.15,M,0,120,120,2,8,580,36,1.4,0,0.23,70,1
6.118,Norway,Nettle raw,100,83,181,43,0.7,0.1,0,0,0.4,0,1.3,0,1.3,0,4.1,5.9,0,0,0,2400,200,0,1.6,0.2,0.15,0.8,0.28,194,0,175,490,10,1,640,86,1.7,0,0.27,126,0
6.12,Norway,Dill raw,90,86,200,48,1.1,0,0,0.8,0.1,0,4.9,0,4.9,0,2.1,3.5,0.1,0,0,5982,498,0,1.7,0.19,0.43,2.4,0.3,116,0,70,202,5.5,27,647,28,1.8,3,0.22,52,4
6.121,Norway,Coriander leaf raw,78,93,112,27,0.5,0,0,0.3,0,0,1.8,0.3,1.5,0,2.8,2.4,0.1,0,0,3930,327,0,2.5,0.07,0.12,0.7,0.18,18,0,63,98,1.9,28,540,26,0.2,1,0.1,36,M
6.122,Norway,Cassava raw,84,60,675,159,0.3,0.1,0,0.1,0,0,36.8,35.3,1.5,0,1.8,1.4,0,0,0,8,1,0,0.2,0.09,0.05,0.8,0.09,27,0,21,18,0.5,5,330,21,0.6,1,0.09,34,M
6.123,Norway,Chickory raddichio raw,91,93,74,18,0.2,0.1,0,0,0.1,0,1.7,0,1.7,0,1.8,1.4,0,0,0,0,0,0,2.3,0.09,0.15,0.3,0.08,15,0,5,22,0.3,7,320,9,0.2,1,0.04,38,0
6.124,Norway,Shallot raw,72,93,100,24,0.2,0,0,0,0.1,0,3.3,0,3.3,0,1.4,1.5,0,0,0,3,0,0,0.3,0.04,0.06,0.6,0.2,17,0,13,24,0.8,10,180,4,0.4,1,0.05,50,3
6.125,Norway,Jalapeño raw,92,92,122,29,0.4,0.1,0,0,0.1,0,4.1,0,4.1,0,2.8,0.9,0,0,0,561,47,0,3.6,0.04,0.07,1.3,0.42,27,0,119,12,0.2,3,248,15,0.1,0,0.95,26,M
6.126,Norway,Mushroom oyster raw,89,89,108,26,0.3,0,0,0,0,0,2.6,M,M,0,2.4,2,0,0,0,29,2,0,0,0.07,0.2,5.2,0.11,51,0,2,0,0.4,18,298,16,0.7,1,0.24,110,3
6.127,Norway,Mushroom shiitake raw,100,90,111,26,0.3,M,0,M,M,0,2.5,M,M,0,3.3,1.8,0,0,0,29,2,0.1,0,0.05,0.15,2.6,0.29,25,0,2,0,0.3,1,224,13,0.8,0,0.14,73,3
6.137,Norway,Mâche,100,93,69,17,0.2,0.1,0,0,0.1,0,0.2,0,0.2,0,1.8,2.6,0,0,0,2920,243,0,1.5,0.03,0.13,0.7,0.14,91,0,35,71,1.8,3,350,22,0.2,M,0.13,30,0
6.138,Norway,Romaine lettuce,94,94,68,16,0.2,0,0,0,0.1,0,1.3,0,1.3,0,1.8,1.4,0,0,0,1090,91,0,0,0.03,0.06,0.4,0.08,89,0,6,46,0.5,7,300,17,0.3,M,0.03,28,0
6.74,Norway,Broccoli with stalk frozen,100,91,113,27,0.3,0,0,0,0,0,1.9,0,1.9,0,2.7,2.8,0,0,0,360,30,0,1.3,0.04,0.06,0.5,0.18,190,0,68,32,0.6,10,224,17,0.4,2,0.05,66,0
6.742,Norway,Carrots small and crispy Norwegian raw,100,91,104,25,0.1,0,0,0,0.1,0,4.2,0,4.2,0,2.1,0.7,0,0,0,5900,492,0,0.3,0.05,0.02,0.8,0.05,11,0,2,32,0.3,9,256,11,0.3,0,0.05,29,3
6.743,Norway,Carrot cubes frozen,100,91,112,26,0.2,0,0,0,0.1,0,4.1,0,4.1,0,2.4,0.9,0,0,0,8600,717,0,0.9,0.04,0.04,0.5,0.1,20,0,4,24,0.2,10,174,9,0.3,1,0.07,33,3
6.744,Norway,Carrot baby frozen,100,91,107,26,0.2,0,0,0,0.1,0,4,0.4,3.7,0,2.3,0.8,0.1,0,0,8600,717,0,0.8,0.04,0.04,0.5,0.1,33,0,4,25,0.2,32,151,10,0.3,1,0.07,33,3
6.745,Norway,Sweet corn frozen,100,69,488,115,1.7,0.2,0,0.5,0.8,0,20.8,18.5,2.3,0,2.1,3.2,0,0,0,55,4,0,0.1,0.13,0.03,2.3,0.09,91,0,9,2,0.4,0,228,24,0.9,0,0.05,112,0
6.746,Norway,Cauliflower florets Norwegian frozen,100,94,91,22,0.2,0,0,0,0.1,0,2.2,0,2.2,0,1.8,1.9,0,0,0,50,4,0,0.1,0.08,0.04,0.4,0.09,85,0,42,19,0.3,5,190,8,0.3,0,0.04,54,0
6.747,Norway,Broccoli with stalk imported raw,86,90,124,30,0.3,0.1,0,0,0.2,0,2.1,0,2.1,0,2.9,3.2,0,0,0,360,30,0,0.5,0.07,0.12,0.6,0.06,69,0,65,50,0.6,11,436,26,0.4,0,0.05,66,0
6.748,Norway,Broccoli with stalk unspecified type raw,86,90,122,29,0.3,0.1,0,0,0.2,0,2,0,2,0,2.8,3.2,0,0,0,360,30,0,0.5,0.06,0.09,0.6,0.06,68,0,67,47,0.6,11,416,23,0.4,0,0.05,71,0
6.749,Norway,Carrot baby imported raw,100,91,117,28,0.1,0,0,0,0.1,0,5,0,5,0,2.3,0.6,0.2,0,0,7800,650,0,0.3,0.03,0.04,0.6,0.1,26,0,3,29,0.2,78,206,8,0.2,1,0.1,28,3
6.75,Norway,Carrot imported raw,89,90,120,28,0.2,0,0,0,0.1,0,4.6,0,4.6,0,2.4,0.9,0,0,0,3950,329,0,0.3,0.07,0.06,1,0.14,14,0,2,41,0.3,12,282,10,0.2,0,0.04,35,3
6.751,Norway,Carrot unspecified type raw,89,89,151,36,0.2,0,0,0,0.1,0,6.5,0.2,6.3,0,2.7,0.7,0.1,0,0,5120,427,0,0.6,0.05,0.02,0.8,0.06,15,0,4,29,0.3,30,296,12,0.3,0,0.05,30,3
6.752,Norway,Tomato small cherry imported raw,100,93,70,17,0.2,0,0,0,0.1,0,2.5,0,2.5,0,1.3,0.6,0,0,0,613,51,0,1.1,0.05,0.01,0.6,0.1,20,0,26,11,0.4,2,336,15,0.1,0,0.04,27,0
6.753,Norway,Tomato imported raw,100,94,53,13,0.2,0,0,0,0.1,0,1.2,0,1.2,0,1.2,0.9,0,0,0,737,61,0,0.8,0.04,0.02,0.6,0.08,12,0,17,13,0.3,5,337,12,0.2,0,0.06,24,0
6.754,Norway,Tomato unspecified type raw,100,94,60,14,0.2,0,0,0,0.1,0,1.7,0,1.7,0,1.3,0.8,0,0,0,762,63,0,0.7,0.03,0.02,0.6,0.08,14,0,17,10,0.2,4,299,11,0.1,0,0.05,25,0
6.716,Norway,Sweet pepper green boiled,83,93,83,20,0.2,0,0,0,0.2,0,2.7,0.1,2.6,0,2,0.8,0,0,0,216,18,0,0.8,0.02,0.02,0.4,0.12,18,0,75,6,0.3,1,173,9,0.2,0,0.02,23,M
6.717,Norway,Sweet pepper red boiled,89,91,121,29,0.2,0.1,0,0,0.1,0,4.7,0.1,4.6,0,1.9,1.1,0,0,0,594,49,0,3.2,0.04,0.07,0.7,0.24,10,0,130,6,0.4,0,218,11,0.3,0,0.01,24,M
6.718,Norway,Carrot boiled,86,89,151,36,0.1,0,0,0,0.1,0,6.7,0.2,6.5,0,2.7,0.7,0.1,0,0,6120,510,0,0.6,0.04,0.02,0.6,0.03,7,0,3,28,0.3,32,298,12,0.3,0,0.05,29,M
6.719,Norway,Cauliflower boiled,74,92,97,23,0.2,0,0,0,0.1,0,2.3,0,2.3,0,2.3,1.9,0,0,0,10,1,0,0.3,0.06,0.03,0.4,0.06,28,0,38,21,0.4,8,360,14,0.3,0,0.04,54,0
6.72,Norway,Cabbage white boiled,91,90,137,32,0.1,0,0,0,0,0,5.2,0.1,5.1,0,2.6,1.4,0,0,0,59,5,0,0.2,0.04,0.02,0.3,0.06,13,0,35,47,0.3,10,317,15,0.2,0,0.02,39,M
6.721,Norway,Swede boiled,83,89,146,35,0,0,0,0,0,0,6.4,0,6.4,0,2.7,0.9,0,0,0,22,2,0,0.1,0.05,0.02,1,0.07,15,0,23,33,0.2,8,256,12,0.1,0,0.02,38,M
6.722,Norway,Onion boiled,93,88,132,31,0,0,0,0,0,0,5.7,0,5.7,0,2,1.1,0,0,0,6,0,0,0.2,0.03,0.01,0.1,0.05,9,0,4,21,0.4,2,201,11,0.2,0,0.05,37,M
6.723,Norway,Leek boiled,83,87,118,28,0.2,0,0,0,0.1,0,3.6,0,3.6,0,2.8,1.6,0,0,0,365,30,0,0.8,0.04,0.02,0.4,0.15,43,0,10,52,0.8,3,316,13,0.3,0,0.05,41,M
6.724,Norway,Tomato boiled,100,94,74,18,0.2,0,0,0,0.1,0,2.5,0,2.5,0,1.5,0.7,0,0,0,516,43,0,0.7,0.02,0.01,0.4,0.05,8,0,11,6,0.2,3,244,9,0.1,0,0.03,27,0
6.725,Norway,Broccoli boiled,86,89,125,30,0.3,0,0,0,0.1,0,2.1,0,2.1,0,3,3.2,0,0,0,630,52,0,0.6,0.03,0.05,0.4,0.04,32,0,47,46,0.7,11,372,21,0.5,0,0.06,76,0
6.727,Norway,Root parsley boiled,91,83,194,46,0.3,0,0,0,0.2,0,7.3,1.7,5.6,0,3.8,1.7,0.1,0,0,27,2,0,1.1,0.02,0.03,1.4,0.14,30,0,34,42,0.8,27,483,36,0.7,0,0.14,81,0
6.014,Norway,Asparagus canned drained,100,94,98,23,0.6,0.1,0,0,0.3,0,1.6,0.5,1.1,0,1.6,2.1,0.7,0,0,493,41,0,1.2,0.06,0.1,1,0.11,96,0,18,16,0.4,287,172,10,0.4,0,0.1,43,1
6.063,Norway,Mushroom common canned drained,100,93,129,31,0.5,0.1,0,0,0.3,0,2.9,2.5,0.4,0,2.4,2.5,0,0,0,10,1,0,0,0.08,0.4,3.6,0.06,16,0,2,18,0.8,5,190,8,0.9,3,0.48,76,1
6.07,Norway,Tomato canned,100,94,87,20,0.2,0,0,0,0.1,0,3.3,0,3.3,0,1.2,0.8,0.1,0,0,340,28,0,1.4,0.04,0,0.8,0.12,26,0,13,11,0.7,24,290,12,0.1,0,0.12,22,0
6.072,Norway,Carrot cauliflower peas frozen,100,88,166,40,0.4,0,0,0,0.2,0,4.8,1.1,3.7,0,3.2,2.6,0,0,0,3013,251,0,0.3,0.16,0.08,0.8,0.1,56,0,23,22,0.6,6,185,16,0.5,0,0.08,62,M
6.073,Norway,Carrot peas frozen,100,85,201,48,0.4,0,0,0,0.2,0,6.1,1.6,4.4,0,4,3,0,0,0,4495,374,0,0.4,0.2,0.09,1.1,0.11,42,0,13,24,0.8,6,182,19,0.6,0,0.1,66,M
